"year","iso3","country","annual_precip","Value.Footnotes","Unit","annual_precip_lag","annual_precip_km","temp_IQR","mean.pct.change","cause_name","measure_name","metric_name","location_name","disease_value","disease_upperCI","disease_lowerCI","refugee_type","num_refugee_persons","urban_perc"
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Asylum-seekers (pending cases)",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Returned refugees",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Internally displaced persons (IDPs)",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Returned IDPs",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Stateless persons",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Others of concern",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Total Population",80,67.598
1992,"CZE","Czechia",48186,"","million cubic metres",46687,24.093,11.680745,0.940267948069042,"Malaria","Incidence","Percent","Czech Republic",0,0,0,"Refugees (incl. refugee-like situations)",9399,75.03
1992,"CZE","Czechia",48186,"","million cubic metres",46687,24.093,11.680745,0.940267948069042,"Malaria","Incidence","Percent","Czech Republic",0,0,0,"Asylum-seekers (pending cases)",0,75.03
1992,"CZE","Czechia",48186,"","million cubic metres",46687,24.093,11.680745,0.940267948069042,"Malaria","Incidence","Percent","Czech Republic",0,0,0,"Returned refugees",0,75.03
1992,"CZE","Czechia",48186,"","million cubic metres",46687,24.093,11.680745,0.940267948069042,"Malaria","Incidence","Percent","Czech Republic",0,0,0,"Internally displaced persons (IDPs)",0,75.03
1992,"CZE","Czechia",48186,"","million cubic metres",46687,24.093,11.680745,0.940267948069042,"Malaria","Incidence","Percent","Czech Republic",0,0,0,"Returned IDPs",0,75.03
